Date,Bitcoin Core (BTC) Price
2009-01-10,0
2009-01-11,0
2009-01-12,0
2009-01-13,0
2009-01-14,0
2009-01-15,0
2009-01-16,0
2009-01-17,0
2009-01-18,0
2009-01-19,0
2009-01-20,0
2009-01-21,0
2009-01-22,0
2009-01-23,0
2009-01-24,0
2009-01-25,0
2009-01-26,0
2009-01-27,0
2009-01-28,0
2009-01-29,0
2009-01-30,0
2009-01-31,0
2009-02-01,0
2009-02-02,0
2009-02-03,0
2009-02-04,0
2009-02-05,0
2009-02-06,0
2009-02-07,0
2009-02-08,0
2009-02-09,0
2009-02-10,0
2009-02-11,0
2009-02-12,0
2009-02-13,0
2009-02-14,0
2009-02-15,0
2009-02-16,0
2009-02-17,0
2009-02-18,0
2009-02-19,0
2009-02-20,0
2009-02-21,0
2009-02-22,0
2009-02-23,0
2009-02-24,0
2009-02-25,0
2009-02-26,0
2009-02-27,0
2009-02-28,0
2009-03-01,0
2009-03-02,0
2009-03-03,0
2009-03-04,0
2009-03-05,0
2009-03-06,0
2009-03-07,0
2009-03-08,0
2009-03-09,0
2009-03-10,0
2009-03-11,0
2009-03-12,0
2009-03-13,0
2009-03-14,0
2009-03-15,0
2009-03-16,0
2009-03-17,0
2009-03-18,0
2009-03-19,0
2009-03-20,0
2009-03-21,0
2009-03-22,0
2009-03-23,0
2009-03-24,0
2009-03-25,0
2009-03-26,0
2009-03-27,0
2009-03-28,0
2009-03-29,0
2009-03-30,0
2009-03-31,0
2009-04-01,0
2009-04-02,0
2009-04-03,0
2009-04-04,0
2009-04-05,0
2009-04-06,0
2009-04-07,0
2009-04-08,0
2009-04-09,0
2009-04-10,0
2009-04-11,0
2009-04-12,0
2009-04-13,0
2009-04-14,0
2009-04-15,0
2009-04-16,0
2009-04-17,0
2009-04-18,0
2009-04-19,0
2009-04-20,0
2009-04-21,0
2009-04-22,0
2009-04-23,0
2009-04-24,0
2009-04-25,0
2009-04-26,0
2009-04-27,0
2009-04-28,0
2009-04-29,0
2009-04-30,0
2009-05-01,0
2009-05-02,0
2009-05-03,0
2009-05-04,0
2009-05-05,0
2009-05-06,0
2009-05-07,0
2009-05-08,0
2009-05-09,0
2009-05-10,0
2009-05-11,0
2009-05-12,0
2009-05-13,0
2009-05-14,0
2009-05-15,0
2009-05-16,0
2009-05-17,0
2009-05-18,0
2009-05-19,0
2009-05-20,0
2009-05-21,0
2009-05-22,0
2009-05-23,0
2009-05-24,0
2009-05-25,0
2009-05-26,0
2009-05-27,0
2009-05-28,0
2009-05-29,0
2009-05-30,0
2009-05-31,0
2009-06-01,0
2009-06-02,0
2009-06-03,0
2009-06-04,0
2009-06-05,0
2009-06-06,0
2009-06-07,0
2009-06-08,0
2009-06-09,0
2009-06-10,0
2009-06-11,0
2009-06-12,0
2009-06-13,0
2009-06-14,0
2009-06-15,0
2009-06-16,0
2009-06-17,0
2009-06-18,0
2009-06-19,0
2009-06-20,0
2009-06-21,0
2009-06-22,0
2009-06-23,0
2009-06-24,0
2009-06-25,0
2009-06-26,0
2009-06-27,0
2009-06-28,0
2009-06-29,0
2009-06-30,0
2009-07-01,0
2009-07-02,0
2009-07-03,0
2009-07-04,0
2009-07-05,0
2009-07-06,0
2009-07-07,0
2009-07-08,0
2009-07-09,0
2009-07-10,0
2009-07-11,0
2009-07-12,0
2009-07-13,0
2009-07-14,0
2009-07-15,0
2009-07-16,0
2009-07-17,0
2009-07-18,0
2009-07-19,0
2009-07-20,0
2009-07-21,0
2009-07-22,0
2009-07-23,0
2009-07-24,0
2009-07-25,0
2009-07-26,0
2009-07-27,0
2009-07-28,0
2009-07-29,0
2009-07-30,0
2009-07-31,0
2009-08-01,0
2009-08-02,0
2009-08-03,0
2009-08-04,0
2009-08-05,0
2009-08-06,0
2009-08-07,0
2009-08-08,0
2009-08-09,0
2009-08-10,0
2009-08-11,0
2009-08-12,0
2009-08-13,0
2009-08-14,0
2009-08-15,0
2009-08-16,0
2009-08-17,0
2009-08-18,0
2009-08-19,0
2009-08-20,0
2009-08-21,0
2009-08-22,0
2009-08-23,0
2009-08-24,0
2009-08-25,0
2009-08-26,0
2009-08-27,0
2009-08-28,0
2009-08-29,0
2009-08-30,0
2009-08-31,0
2009-09-01,0
2009-09-02,0
2009-09-03,0
2009-09-04,0
2009-09-05,0
2009-09-06,0
2009-09-07,0
2009-09-08,0
2009-09-09,0
2009-09-10,0
2009-09-11,0
2009-09-12,0
2009-09-13,0
2009-09-14,0
2009-09-15,0
2009-09-16,0
2009-09-17,0
2009-09-18,0
2009-09-19,0
2009-09-20,0
2009-09-21,0
2009-09-22,0
2009-09-23,0
2009-09-24,0
2009-09-25,0
2009-09-26,0
2009-09-27,0
2009-09-28,0
2009-09-29,0
2009-09-30,0
2009-10-01,0
2009-10-02,0
2009-10-03,0
2009-10-04,0
2009-10-05,0
2009-10-06,0
2009-10-07,0
2009-10-08,0
2009-10-09,0
2009-10-10,0
2009-10-11,0
2009-10-12,0
2009-10-13,0
2009-10-14,0
2009-10-15,0
2009-10-16,0
2009-10-17,0
2009-10-18,0
2009-10-19,0
2009-10-20,0
2009-10-21,0
2009-10-22,0
2009-10-23,0
2009-10-24,0
2009-10-25,0
2009-10-26,0
2009-10-27,0
2009-10-28,0
2009-10-29,0
2009-10-30,0
2009-10-31,0
2009-11-01,0
2009-11-02,0
2009-11-03,0
2009-11-04,0
2009-11-05,0
2009-11-06,0
2009-11-07,0
2009-11-08,0
2009-11-09,0
2009-11-10,0
2009-11-11,0
2009-11-12,0
2009-11-13,0
2009-11-14,0
2009-11-15,0
2009-11-16,0
2009-11-17,0
2009-11-18,0
2009-11-19,0
2009-11-20,0
2009-11-21,0
2009-11-22,0
2009-11-23,0
2009-11-24,0
2009-11-25,0
2009-11-26,0
2009-11-27,0
2009-11-28,0
2009-11-29,0
2009-11-30,0
2009-12-01,0
2009-12-02,0
2009-12-03,0
2009-12-04,0
2009-12-05,0
2009-12-06,0
2009-12-07,0
2009-12-08,0
2009-12-09,0
2009-12-10,0
2009-12-11,0
2009-12-12,0
2009-12-13,0
2009-12-14,0
2009-12-15,0
2009-12-16,0
2009-12-17,0
2009-12-18,0
2009-12-19,0
2009-12-20,0
2009-12-21,0
2009-12-22,0
2009-12-23,0
2009-12-24,0
2009-12-25,0
2009-12-26,0
2009-12-27,0
2009-12-28,0
2009-12-29,0
2009-12-30,0
2009-12-31,0
2010-01-01,0
2010-01-02,0
2010-01-03,0
2010-01-04,0
2010-01-05,0
2010-01-06,0
2010-01-07,0
2010-01-08,0
2010-01-09,0
2010-01-10,0
2010-01-11,0
2010-01-12,0
2010-01-13,0
2010-01-14,0
2010-01-15,0
2010-01-16,0
2010-01-17,0
2010-01-18,0
2010-01-19,0
2010-01-20,0
2010-01-21,0
2010-01-22,0
2010-01-23,0
2010-01-24,0
2010-01-25,0
2010-01-26,0
2010-01-27,0
2010-01-28,0
2010-01-29,0
2010-01-30,0
2010-01-31,0
2010-02-01,0
2010-02-02,0
2010-02-03,0
2010-02-04,0
2010-02-05,0
2010-02-06,0
2010-02-07,0
2010-02-08,0
2010-02-09,0
2010-02-10,0
2010-02-11,0
2010-02-12,0
2010-02-13,0
2010-02-14,0
2010-02-15,0
2010-02-16,0
2010-02-17,0
2010-02-18,0
2010-02-19,0
2010-02-20,0
2010-02-21,0
2010-02-22,0
2010-02-23,0
2010-02-24,0
2010-02-25,0
2010-02-26,0
2010-02-27,0
2010-02-28,0
2010-03-01,0
2010-03-02,0
2010-03-03,0
2010-03-04,0
2010-03-05,0
2010-03-06,0
2010-03-07,0
2010-03-08,0
2010-03-09,0
2010-03-10,0
2010-03-11,0
2010-03-12,0
2010-03-13,0
2010-03-14,0
2010-03-15,0
2010-03-16,0
2010-03-17,0
2010-03-18,0
2010-03-19,0
2010-03-20,0
2010-03-21,0
2010-03-22,0
2010-03-23,0
2010-03-24,0
2010-03-25,0
2010-03-26,0
2010-03-27,0
2010-03-28,0
2010-03-29,0
2010-03-30,0
2010-03-31,0
2010-04-01,0
2010-04-02,0
2010-04-03,0
2010-04-04,0
2010-04-05,0
2010-04-06,0
2010-04-07,0
2010-04-08,0
2010-04-09,0
2010-04-10,0
2010-04-11,0
2010-04-12,0
2010-04-13,0
2010-04-14,0
2010-04-15,0
2010-04-16,0
2010-04-17,0
2010-04-18,0
2010-04-19,0
2010-04-20,0
2010-04-21,0
2010-04-22,0
2010-04-23,0
2010-04-24,0
2010-04-25,0
2010-04-26,0
2010-04-27,0
2010-04-28,0
2010-04-29,0
2010-04-30,0
2010-05-01,0
2010-05-02,0
2010-05-03,0
2010-05-04,0
2010-05-05,0
2010-05-06,0
2010-05-07,0
2010-05-08,0
2010-05-09,0
2010-05-10,0
2010-05-11,0
2010-05-12,0
2010-05-13,0
2010-05-14,0
2010-05-15,0
2010-05-16,0
2010-05-17,0
2010-05-18,0
2010-05-19,0
2010-05-20,0
2010-05-21,0
2010-05-22,0
2010-05-23,0
2010-05-24,0
2010-05-25,0
2010-05-26,0
2010-05-27,0
2010-05-28,0
2010-05-29,0
2010-05-30,0
2010-05-31,0
2010-06-01,0
2010-06-02,0
2010-06-03,0
2010-06-04,0
2010-06-05,0
2010-06-06,0
2010-06-07,0
2010-06-08,0
2010-06-09,0
2010-06-10,0
2010-06-11,0
2010-06-12,0
2010-06-13,0
2010-06-14,0
2010-06-15,0
2010-06-16,0
2010-06-17,0
2010-06-18,0
2010-06-19,0
2010-06-20,0
2010-06-21,0
2010-06-22,0
2010-06-23,0
2010-06-24,0
2010-06-25,0
2010-06-26,0
2010-06-27,0
2010-06-28,0
2010-06-29,0
2010-06-30,0
2010-07-01,0
2010-07-02,0
2010-07-03,0
2010-07-04,0
2010-07-05,0
2010-07-06,0
2010-07-07,0
2010-07-08,0
2010-07-09,0
2010-07-10,0
2010-07-11,0
2010-07-12,0
2010-07-13,0
2010-07-14,0
2010-07-15,0
2010-07-16,0
2010-07-17,0
2010-07-18,0.05
2010-07-19,0.08
2010-07-20,0.09
2010-07-21,0.08
2010-07-22,0.08
2010-07-23,0.06
2010-07-24,0.06
2010-07-25,0.05
2010-07-26,0.05
2010-07-27,0.06
2010-07-28,0.06
2010-07-29,0.06
2010-07-30,0.07
2010-07-31,0.07
2010-08-01,0.07
2010-08-02,0.06
2010-08-03,0.06
2010-08-04,0.06
2010-08-05,0.06
2010-08-06,0.06
2010-08-07,0.06
2010-08-08,0.06
2010-08-09,0.06
2010-08-10,0.07
2010-08-11,0.07
2010-08-12,0.07
2010-08-13,0.07
2010-08-14,0.07
2010-08-15,0.07
2010-08-16,0.07
2010-08-17,0.07
2010-08-18,0.07
2010-08-19,0.07
2010-08-20,0.07
2010-08-21,0.07
2010-08-22,0.07
2010-08-23,0.07
2010-08-24,0.07
2010-08-25,0.07
2010-08-26,0.07
2010-08-27,0.07
2010-08-28,0.07
2010-08-29,0.06
2010-08-30,0.06
2010-08-31,0.07
2010-09-01,0.06
2010-09-02,0.06
2010-09-03,0.06
2010-09-04,0.06
2010-09-05,0.06
2010-09-06,0.06
2010-09-07,0.06
2010-09-08,0.06
2010-09-09,0.06
2010-09-10,0.06
2010-09-11,0.06
2010-09-12,0.06
2010-09-13,0.06
2010-09-14,0.06
2010-09-15,0.06
2010-09-16,0.06
2010-09-17,0.06
2010-09-18,0.06
2010-09-19,0.06
2010-09-20,0.06
2010-09-21,0.06
2010-09-22,0.06
2010-09-23,0.06
2010-09-24,0.06
2010-09-25,0.06
2010-09-26,0.06
2010-09-27,0.06
2010-09-28,0.06
2010-09-29,0.06
2010-09-30,0.06
2010-10-01,0.06
2010-10-02,0.06
2010-10-03,0.06
2010-10-04,0.06
2010-10-05,0.06
2010-10-06,0.06
2010-10-07,0.06
2010-10-08,0.07
2010-10-09,0.09
2010-10-10,0.09
2010-10-11,0.1
2010-10-12,0.1
2010-10-13,0.09
2010-10-14,0.11
2010-10-15,0.1
2010-10-16,0.11
2010-10-17,0.1
2010-10-18,0.1
2010-10-19,0.1
2010-10-20,0.1
2010-10-21,0.1
2010-10-22,0.11
2010-10-23,0.11
2010-10-24,0.11
2010-10-25,0.12
2010-10-26,0.14
2010-10-27,0.16
2010-10-28,0.19
2010-10-29,0.18
2010-10-30,0.19
2010-10-31,0.2
2010-11-01,0.19
2010-11-02,0.2
2010-11-03,0.19
2010-11-04,0.19
2010-11-05,0.22
2010-11-06,0.25
2010-11-07,0.34
2010-11-08,0.35
2010-11-09,0.28
2010-11-10,0.24
2010-11-11,0.22
2010-11-12,0.22
2010-11-13,0.27
2010-11-14,0.28
2010-11-15,0.28
2010-11-16,0.27
2010-11-17,0.24
2010-11-18,0.25
2010-11-19,0.27
2010-11-20,0.28
2010-11-21,0.28
2010-11-22,0.28
2010-11-23,0.28
2010-11-24,0.28
2010-11-25,0.28
2010-11-26,0.28
2010-11-27,0.28
2010-11-28,0.28
2010-11-29,0.28
2010-11-30,0.24
2010-12-01,0.21
2010-12-02,0.22
2010-12-03,0.25
2010-12-04,0.25
2010-12-05,0.22
2010-12-06,0.2
2010-12-07,0.2
2010-12-08,0.22
2010-12-09,0.24
2010-12-10,0.21
2010-12-11,0.2
2010-12-12,0.22
2010-12-13,0.22
2010-12-14,0.22
2010-12-15,0.24
2010-12-16,0.24
2010-12-17,0.25
2010-12-18,0.25
2010-12-19,0.25
2010-12-20,0.24
2010-12-21,0.27
2010-12-22,0.25
2010-12-23,0.25
2010-12-24,0.25
2010-12-25,0.25
2010-12-26,0.25
2010-12-27,0.26
2010-12-28,0.27
2010-12-29,0.28
2010-12-30,0.3
2010-12-31,0.3
2011-01-01,0.3
2011-01-02,0.3
2011-01-03,0.3
2011-01-04,0.3
2011-01-05,0.3
2011-01-06,0.3
2011-01-07,0.3
2011-01-08,0.32
2011-01-09,0.32
2011-01-10,0.32
2011-01-11,0.33
2011-01-12,0.33
2011-01-13,0.33
2011-01-14,0.34
2011-01-15,0.4
2011-01-16,0.39
2011-01-17,0.39
2011-01-18,0.35
2011-01-19,0.32
2011-01-20,0.31
2011-01-21,0.37
2011-01-22,0.41
2011-01-23,0.44
2011-01-24,0.44
2011-01-25,0.42
2011-01-26,0.42
2011-01-27,0.42
2011-01-28,0.43
2011-01-29,0.44
2011-01-30,0.44
2011-01-31,0.47
2011-02-01,0.52
2011-02-02,0.72
2011-02-03,0.72
2011-02-04,0.7
2011-02-05,0.81
2011-02-06,0.89
2011-02-07,0.89
2011-02-08,0.88
2011-02-09,0.91
2011-02-10,1.03
2011-02-11,0.97
2011-02-12,1.03
2011-02-13,1.07
2011-02-14,1.05
2011-02-15,1.07
2011-02-16,1.05
2011-02-17,1.05
2011-02-18,1.04
2011-02-19,0.9
2011-02-20,0.93
2011-02-21,0.85
2011-02-22,0.84
2011-02-23,0.87
2011-02-24,0.9
2011-02-25,0.98
2011-02-26,0.94
2011-02-27,0.95
2011-02-28,0.91
2011-03-01,0.87
2011-03-02,0.94
2011-03-03,0.93
2011-03-04,0.93
2011-03-05,0.91
2011-03-06,0.9
2011-03-07,0.87
2011-03-08,0.89
2011-03-09,0.87
2011-03-10,0.86
2011-03-11,0.91
2011-03-12,0.89
2011-03-13,0.91
2011-03-14,0.9
2011-03-15,0.89
2011-03-16,0.87
2011-03-17,0.86
2011-03-18,0.84
2011-03-19,0.8
2011-03-20,0.77
2011-03-21,0.76
2011-03-22,0.75
2011-03-23,0.8
2011-03-24,0.84
2011-03-25,0.87
2011-03-26,0.88
2011-03-27,0.87
2011-03-28,0.83
2011-03-29,0.81
2011-03-30,0.79
2011-03-31,0.79
2011-04-01,0.78
2011-04-02,0.78
2011-04-03,0.78
2011-04-04,0.78
2011-04-05,0.69
2011-04-06,0.69
2011-04-07,0.73
2011-04-08,0.75
2011-04-09,0.75
2011-04-10,0.74
2011-04-11,0.74
2011-04-12,0.77
2011-04-13,0.86
2011-04-14,0.93
2011-04-15,0.98
2011-04-16,1
2011-04-17,1.05
2011-04-18,1.1
2011-04-19,1.16
2011-04-20,1.19
2011-04-21,1.15
2011-04-22,1.2
2011-04-23,1.35
2011-04-24,1.62
2011-04-25,1.65
2011-04-26,1.57
2011-04-27,1.73
2011-04-28,1.9
2011-04-29,2.12
2011-04-30,2.74
2011-05-01,3.4
2011-05-02,3.09
2011-05-03,3.22
2011-05-04,3.37
2011-05-05,3.43
2011-05-06,3.37
2011-05-07,3.47
2011-05-08,3.63
2011-05-09,3.82
2011-05-10,3.8
2011-05-11,5.28
2011-05-12,5.43
2011-05-13,6.07
2011-05-14,7.84
2011-05-15,7.53
2011-05-16,6.87
2011-05-17,7.9
2011-05-18,7.35
2011-05-19,7.01
2011-05-20,6.88
2011-05-21,5.94
2011-05-22,6.05
2011-05-23,6.58
2011-05-24,7.13
2011-05-25,7.33
2011-05-26,8.19
2011-05-27,8.68
2011-05-28,8.59
2011-05-29,8.38
2011-05-30,8.37
2011-05-31,8.76
2011-06-01,8.81
2011-06-02,9.39
2011-06-03,10.36
2011-06-04,13.69
2011-06-05,17.65
2011-06-06,17.01
2011-06-07,18.51
2011-06-08,21.91
2011-06-09,28.43
2011-06-10,29.25
2011-06-11,24.31
2011-06-12,16.13
2011-06-13,17.38
2011-06-14,19.98
2011-06-15,19.26
2011-06-16,19.59
2011-06-17,17.93
2011-06-18,15.6
2011-06-19,16.46
2011-06-20,17.64
2011-06-21,17.51
2011-06-22,17.51
2011-06-23,17.51
2011-06-24,17.51
2011-06-25,17.51
2011-06-26,17.51
2011-06-27,16.02
2011-06-28,16.88
2011-06-29,16.94
2011-06-30,16.86
2011-07-01,16.31
2011-07-02,15.65
2011-07-03,15.47
2011-07-04,15.46
2011-07-05,14.17
2011-07-06,12.86
2011-07-07,14.79
2011-07-08,14.97
2011-07-09,14.33
2011-07-10,14.39
2011-07-11,14.99
2011-07-12,14.29
2011-07-13,14.08
2011-07-14,13.99
2011-07-15,13.96
2011-07-16,13.85
2011-07-17,13.67
2011-07-18,13.25
2011-07-19,13.26
2011-07-20,13.95
2011-07-21,13.69
2011-07-22,13.64
2011-07-23,13.68
2011-07-24,13.66
2011-07-25,13.92
2011-07-26,14.13
2011-07-27,13.9
2011-07-28,13.95
2011-07-29,13.55
2011-07-30,13.51
2011-07-31,13.53
2011-08-01,13.44
2011-08-02,13.13
2011-08-03,12.22
2011-08-04,9.86
2011-08-05,10.67
2011-08-06,10.04
2011-08-07,7.19
2011-08-08,7.81
2011-08-09,7.77
2011-08-10,9.86
2011-08-11,9.99
2011-08-12,9.47
2011-08-13,9.39
2011-08-14,9.97
2011-08-15,10.71
2011-08-16,11.23
2011-08-17,11.01
2011-08-18,10.92
2011-08-19,10.87
2011-08-20,11.53
2011-08-21,11.47
2011-08-22,11.35
2011-08-23,10.97
2011-08-24,10.99
2011-08-25,10.9
2011-08-26,9.84
2011-08-27,8.42
2011-08-28,8.61
2011-08-29,9.02
2011-08-30,8.95
2011-08-31,8.79
2011-09-01,8.27
2011-09-02,8.22
2011-09-03,8.54
2011-09-04,8.51
2011-09-05,8.18
2011-09-06,7.62
2011-09-07,6.8
2011-09-08,7.11
2011-09-09,6.67
2011-09-10,5.17
2011-09-11,4.9
2011-09-12,5.96
2011-09-13,6.06
2011-09-14,5.8
2011-09-15,5.59
2011-09-16,4.91
2011-09-17,4.82
2011-09-18,4.77
2011-09-19,5.16
2011-09-20,5.36
2011-09-21,6.11
2011-09-22,5.62
2011-09-23,5.46
2011-09-24,5.57
2011-09-25,5.44
2011-09-26,5.33
2011-09-27,4.91
2011-09-28,4.88
2011-09-29,4.76
2011-09-30,4.74
2011-10-01,5.08
2011-10-02,5.04
2011-10-03,5.01
2011-10-04,4.98
2011-10-05,4.93
2011-10-06,4.87
2011-10-07,4.71
2011-10-08,4.28
2011-10-09,4.02
2011-10-10,4.15
2011-10-11,4.1
2011-10-12,3.94
2011-10-13,4.11
2011-10-14,4.07
2011-10-15,4
2011-10-16,3.87
2011-10-17,3.6
2011-10-18,2.71
2011-10-19,2.52
2011-10-20,2.28
2011-10-21,2.33
2011-10-22,2.56
2011-10-23,3.09
2011-10-24,3.13
2011-10-25,2.68
2011-10-26,2.76
2011-10-27,2.76
2011-10-28,2.98
2011-10-29,3.15
2011-10-30,3.56
2011-10-31,3.33
2011-11-01,3.22
2011-11-02,3.17
2011-11-03,3.24
2011-11-04,3.18
2011-11-05,3.12
2011-11-06,2.99
2011-11-07,2.96
2011-11-08,3.01
2011-11-09,3.07
2011-11-10,2.98
2011-11-11,2.86
2011-11-12,3.03
2011-11-13,3.05
2011-11-14,3
2011-11-15,2.37
2011-11-16,2.32
2011-11-17,2.51
2011-11-18,2.24
2011-11-19,2.09
2011-11-20,2.19
2011-11-21,2.24
2011-11-22,2.26
2011-11-23,2.32
2011-11-24,2.33
2011-11-25,2.43
2011-11-26,2.49
2011-11-27,2.48
2011-11-28,2.47
2011-11-29,2.53
2011-11-30,2.77
2011-12-01,2.94
2011-12-02,3.06
2011-12-03,3.11
2011-12-04,2.86
2011-12-05,2.79
2011-12-06,2.88
2011-12-07,3.01
2011-12-08,3
2011-12-09,2.97
2011-12-10,2.98
2011-12-11,3.05
2011-12-12,3.23
2011-12-13,3.16
2011-12-14,3.23
2011-12-15,3.13
2011-12-16,3.19
2011-12-17,3.19
2011-12-18,3.2
2011-12-19,3.2
2011-12-20,3.47
2011-12-21,3.96
2011-12-22,3.91
2011-12-23,3.84
2011-12-24,3.93
2011-12-25,3.93
2011-12-26,4.18
2011-12-27,4.03
2011-12-28,4.05
2011-12-29,4.17
2011-12-30,4.19
2011-12-31,4.22
2012-01-01,4.66
2012-01-02,5.21
2012-01-03,5.22
2012-01-04,4.89
2012-01-05,5.41
2012-01-06,6.48
2012-01-07,6.72
2012-01-08,6.76
2012-01-09,7.08
2012-01-10,6.33
2012-01-11,6.4
2012-01-12,6.85
2012-01-13,6.76
2012-01-14,6.52
2012-01-15,6.7
2012-01-16,6.95
2012-01-17,6.71
2012-01-18,5.99
2012-01-19,5.93
2012-01-20,6.23
2012-01-21,6.47
2012-01-22,6.25
2012-01-23,6.32
2012-01-24,6.32
2012-01-25,6.31
2012-01-26,5.8
2012-01-27,5.51
2012-01-28,5.29
2012-01-29,5.62
2012-01-30,5.42
2012-01-31,5.5
2012-02-01,5.52
2012-02-02,5.85
2012-02-03,6.07
2012-02-04,5.95
2012-02-05,5.83
2012-02-06,5.65
2012-02-07,5.55
2012-02-08,5.67
2012-02-09,5.61
2012-02-10,5.7
2012-02-11,5.89
2012-02-12,5.65
2012-02-13,5.55
2012-02-14,5.34
2012-02-15,4.55
2012-02-16,4.46
2012-02-17,4.23
2012-02-18,4.43
2012-02-19,4.24
2012-02-20,4.44
2012-02-21,4.36
2012-02-22,4.3
2012-02-23,4.45
2012-02-24,4.95
2012-02-25,4.96
2012-02-26,4.82
2012-02-27,4.96
2012-02-28,4.95
2012-02-29,4.86
2012-03-01,4.79
2012-03-02,4.93
2012-03-03,4.7
2012-03-04,4.64
2012-03-05,4.82
2012-03-06,4.94
2012-03-07,4.97
2012-03-08,4.92
2012-03-09,4.9
2012-03-10,4.88
2012-03-11,4.89
2012-03-12,4.89
2012-03-13,4.88
2012-03-14,5.22
2012-03-15,5.37
2012-03-16,5.26
2012-03-17,5.34
2012-03-18,5.29
2012-03-19,5.24
2012-03-20,4.81
2012-03-21,4.77
2012-03-22,4.8
2012-03-23,4.74
2012-03-24,4.69
2012-03-25,4.66
2012-03-26,4.58
2012-03-27,4.63
2012-03-28,4.72
2012-03-29,4.79
2012-03-30,4.77
2012-03-31,4.83
2012-04-01,4.89
2012-04-02,4.79
2012-04-03,4.94
2012-04-04,4.91
2012-04-05,4.89
2012-04-06,4.91
2012-04-07,4.95
2012-04-08,4.74
2012-04-09,4.76
2012-04-10,4.82
2012-04-11,4.81
2012-04-12,4.9
2012-04-13,4.88
2012-04-14,4.89
2012-04-15,4.97
2012-04-16,4.93
2012-04-17,4.91
2012-04-18,4.96
2012-04-19,5.1
2012-04-20,5.14
2012-04-21,5.27
2012-04-22,5.26
2012-04-23,5.18
2012-04-24,5.07
2012-04-25,5.07
2012-04-26,5.12
2012-04-27,5.08
2012-04-28,5.09
2012-04-29,4.96
2012-04-30,4.95
2012-05-01,4.95
2012-05-02,4.97
2012-05-03,5.06
2012-05-04,5.1
2012-05-05,5.08
2012-05-06,5.04
2012-05-07,5.04
2012-05-08,5.05
2012-05-09,5.03
2012-05-10,5.01
2012-05-11,4.92
2012-05-12,4.93
2012-05-13,4.94
2012-05-14,4.94
2012-05-15,5.01
2012-05-16,5
2012-05-17,5.08
2012-05-18,5.08
2012-05-19,5.11
2012-05-20,5.09
2012-05-21,5.1
2012-05-22,5.08
2012-05-23,5.08
2012-05-24,5.11
2012-05-25,5.12
2012-05-26,5.11
2012-05-27,5.09
2012-05-28,5.1
2012-05-29,5.12
2012-05-30,5.14
2012-05-31,5.14
2012-06-01,5.16
2012-06-02,5.25
2012-06-03,5.22
2012-06-04,5.26
2012-06-05,5.24
2012-06-06,5.41
2012-06-07,5.44
2012-06-08,5.53
2012-06-09,5.61
2012-06-10,5.56
2012-06-11,5.46
2012-06-12,5.52
2012-06-13,5.67
2012-06-14,5.97
2012-06-15,5.91
2012-06-16,6.25
2012-06-17,6.42
2012-06-18,6.24
2012-06-19,6.36
2012-06-20,6.46
2012-06-21,6.63
2012-06-22,6.66
2012-06-23,6.57
