Date,Transaction Fees
2009-01-10,0
2009-01-11,0
2009-01-12,0
2009-01-13,0
2009-01-14,0
2009-01-15,0
2009-01-16,0
2009-01-17,0
2009-01-18,0
2009-01-19,0
2009-01-20,0
2009-01-21,0
2009-01-22,0
2009-01-23,0
2009-01-24,0
2009-01-25,0
2009-01-26,0
2009-01-27,0
2009-01-28,0
2009-01-29,0
2009-01-30,0
2009-01-31,0
2009-02-01,0
2009-02-02,0
2009-02-03,0
2009-02-04,2.01
2009-02-05,0
2009-02-06,0
2009-02-07,0
2009-02-08,0
2009-02-09,0
2009-02-10,0
2009-02-11,0
2009-02-12,0
2009-02-13,0
2009-02-14,0
2009-02-15,0
2009-02-16,0
2009-02-17,0
2009-02-18,0
2009-02-19,0
2009-02-20,0
2009-02-21,0
2009-02-22,0
2009-02-23,0
2009-02-24,0
2009-02-25,0
2009-02-26,0
2009-02-27,0
2009-02-28,0
2009-03-01,0
2009-03-02,0
2009-03-03,0
2009-03-04,0
2009-03-05,0
2009-03-06,0
2009-03-07,0
2009-03-08,0
2009-03-09,0
2009-03-10,0
2009-03-11,0
2009-03-12,0
2009-03-13,0
2009-03-14,0
2009-03-15,0
2009-03-16,0
2009-03-17,0
2009-03-18,0
2009-03-19,0
2009-03-20,0
2009-03-21,0
2009-03-22,0
2009-03-23,0
2009-03-24,0
2009-03-25,0
2009-03-26,0
2009-03-27,0
2009-03-28,0
2009-03-29,0
2009-03-30,0
2009-03-31,0
2009-04-01,0
2009-04-02,0
2009-04-03,0
2009-04-04,0
2009-04-05,0
2009-04-06,0
2009-04-07,0
2009-04-08,0
2009-04-09,0
2009-04-10,0
2009-04-11,0
2009-04-12,0
2009-04-13,0
2009-04-14,0
2009-04-15,0
2009-04-16,0
2009-04-17,0
2009-04-18,0
2009-04-19,0
2009-04-20,0
2009-04-21,0
2009-04-22,0
2009-04-23,0
2009-04-24,0
2009-04-25,0
2009-04-26,0
2009-04-27,0
2009-04-28,0
2009-04-29,0
2009-04-30,0
2009-05-01,0
2009-05-02,0
2009-05-03,0.03
2009-05-04,0
2009-05-05,0
2009-05-06,0
2009-05-07,0
2009-05-08,0
2009-05-09,0
2009-05-10,0
2009-05-11,0
2009-05-12,0.1
2009-05-13,0
2009-05-14,0
2009-05-15,0
2009-05-16,0
2009-05-17,0
2009-05-18,0
2009-05-19,0
2009-05-20,0
2009-05-21,0
2009-05-22,0
2009-05-23,0
2009-05-24,0
2009-05-25,0
2009-05-26,0
2009-05-27,0
2009-05-28,0
2009-05-29,0
2009-05-30,0
2009-05-31,0
2009-06-01,0
2009-06-02,0
2009-06-03,0
2009-06-04,0
2009-06-05,0
2009-06-06,0
2009-06-07,0
2009-06-08,0
2009-06-09,0
2009-06-10,0
2009-06-11,0
2009-06-12,0
2009-06-13,0
2009-06-14,0
2009-06-15,0
2009-06-16,0
2009-06-17,0
2009-06-18,0
2009-06-19,0
2009-06-20,0
2009-06-21,0
2009-06-22,0
2009-06-23,0
2009-06-24,0
2009-06-25,0
2009-06-26,0
2009-06-27,0
2009-06-28,0
2009-06-29,0
2009-06-30,0
2009-07-01,0
2009-07-02,0
2009-07-03,0
2009-07-04,0
2009-07-05,0
2009-07-06,0
2009-07-07,0
2009-07-08,0
2009-07-09,0
2009-07-10,0
2009-07-11,0
2009-07-12,0
2009-07-13,0
2009-07-14,0
2009-07-15,0
2009-07-16,0
2009-07-17,0
2009-07-18,0
2009-07-19,0
2009-07-20,0
2009-07-21,0.14
2009-07-22,0
2009-07-23,0
2009-07-24,0
2009-07-25,0
2009-07-26,0
2009-07-27,0
2009-07-28,0
2009-07-29,0
2009-07-30,0
2009-07-31,0
2009-08-01,0
2009-08-02,0
2009-08-03,0
2009-08-04,0
2009-08-05,0
2009-08-06,0
2009-08-07,0
2009-08-08,0.13
2009-08-09,0
2009-08-10,0
2009-08-11,0
2009-08-12,0
2009-08-13,0
2009-08-14,0
2009-08-15,0
2009-08-16,0
2009-08-17,0
2009-08-18,0
2009-08-19,0
2009-08-20,0
2009-08-21,0
2009-08-22,0
2009-08-23,0
2009-08-24,0
2009-08-25,0
2009-08-26,0
2009-08-27,0
2009-08-28,0
2009-08-29,0
2009-08-30,0
2009-08-31,0
2009-09-01,0
2009-09-02,0
2009-09-03,0
2009-09-04,0
2009-09-05,0
2009-09-06,0
2009-09-07,0
2009-09-08,0
2009-09-09,0
2009-09-10,0
2009-09-11,0
2009-09-12,0
2009-09-13,0
2009-09-14,0
2009-09-15,0
2009-09-16,0
2009-09-17,0
2009-09-18,0.12
2009-09-19,0
2009-09-20,0
2009-09-21,0
2009-09-22,0
2009-09-23,0
2009-09-24,0
2009-09-25,0
2009-09-26,0
2009-09-27,0
2009-09-28,0
2009-09-29,0
2009-09-30,0
2009-10-01,0
2009-10-02,0
2009-10-03,0
2009-10-04,0
2009-10-05,0
2009-10-06,0
2009-10-07,0
2009-10-08,0
2009-10-09,0
2009-10-10,0
2009-10-11,0
2009-10-12,0
2009-10-13,0
2009-10-14,0
2009-10-15,0
2009-10-16,0
2009-10-17,0
2009-10-18,0
2009-10-19,0
2009-10-20,0
2009-10-21,0.12
2009-10-22,0
2009-10-23,0
2009-10-24,0
2009-10-25,0
2009-10-26,0
2009-10-27,0
2009-10-28,0
2009-10-29,0
2009-10-30,0
2009-10-31,0
2009-11-01,0
2009-11-02,0
2009-11-03,0
2009-11-04,0
2009-11-05,0
2009-11-06,0
2009-11-07,0
2009-11-08,0
2009-11-09,0
2009-11-10,0
2009-11-11,0
2009-11-12,0
2009-11-13,0
2009-11-14,0
2009-11-15,0
2009-11-16,0
2009-11-17,0
2009-11-18,0
2009-11-19,0
2009-11-20,0
2009-11-21,0
2009-11-22,0
2009-11-23,0
2009-11-24,0
2009-11-25,0
2009-11-26,0
2009-11-27,0
2009-11-28,0
2009-11-29,0
2009-11-30,0
2009-12-01,0
2009-12-02,0.22
2009-12-03,0
2009-12-04,0
2009-12-05,0
2009-12-06,0
2009-12-07,0
2009-12-08,0
2009-12-09,0
2009-12-10,0
2009-12-11,0
2009-12-12,0
2009-12-13,0
2009-12-14,0
2009-12-15,0
2009-12-16,0
2009-12-17,0
2009-12-18,0
2009-12-19,0
2009-12-20,0
2009-12-21,0
2009-12-22,0
2009-12-23,0
2009-12-24,0
2009-12-25,0
2009-12-26,0
2009-12-27,0
2009-12-28,0
2009-12-29,0
2009-12-30,0
2009-12-31,0
2010-01-01,0
2010-01-02,0
2010-01-03,0
2010-01-04,0
2010-01-05,0
2010-01-06,0
2010-01-07,0
2010-01-08,0
2010-01-09,0
2010-01-10,0
2010-01-11,0
2010-01-12,0
2010-01-13,0.26
2010-01-14,0
2010-01-15,0
2010-01-16,0
2010-01-17,0
2010-01-18,0
2010-01-19,0
2010-01-20,0
2010-01-21,0
2010-01-22,0
2010-01-23,0
2010-01-24,0
2010-01-25,0
2010-01-26,0
2010-01-27,0
2010-01-28,0
2010-01-29,0
2010-01-30,0
2010-01-31,0
2010-02-01,0
2010-02-02,0
2010-02-03,0
2010-02-04,0
2010-02-05,0
2010-02-06,0
2010-02-07,0
2010-02-08,0
2010-02-09,0
2010-02-10,0.44
2010-02-11,0
2010-02-12,0
2010-02-13,0
2010-02-14,0
2010-02-15,0
2010-02-16,0
2010-02-17,0
2010-02-18,0
2010-02-19,0
2010-02-20,0
2010-02-21,0
2010-02-22,0
2010-02-23,0
2010-02-24,0
2010-02-25,0
2010-02-26,0
2010-02-27,0
2010-02-28,0
2010-03-01,0
2010-03-02,0
2010-03-03,0
2010-03-04,0
2010-03-05,0
2010-03-06,0
2010-03-07,0
2010-03-08,0
2010-03-09,0
2010-03-10,0
2010-03-11,0
2010-03-12,0
2010-03-13,0
2010-03-14,0
2010-03-15,0
2010-03-16,0
2010-03-17,0
2010-03-18,0
2010-03-19,0
2010-03-20,0
2010-03-21,0
2010-03-22,0
2010-03-23,0
2010-03-24,0
2010-03-25,0
2010-03-26,0
2010-03-27,0
2010-03-28,0
2010-03-29,0
2010-03-30,0
2010-03-31,0
2010-04-01,0
2010-04-02,0
2010-04-03,0
2010-04-04,0
2010-04-05,0.26
2010-04-06,0
2010-04-07,0
2010-04-08,0
2010-04-09,0
2010-04-10,0
2010-04-11,0
2010-04-12,0
2010-04-13,0
2010-04-14,0
2010-04-15,0
2010-04-16,0
2010-04-17,0
2010-04-18,0
2010-04-19,0
2010-04-20,0
2010-04-21,0
2010-04-22,0
2010-04-23,0
2010-04-24,0
2010-04-25,0
2010-04-26,0
2010-04-27,0
2010-04-28,0
2010-04-29,0
2010-04-30,0
2010-05-01,0
2010-05-02,0
2010-05-03,0
2010-05-04,0
2010-05-05,0
2010-05-06,0
2010-05-07,0
2010-05-08,0
2010-05-09,0
2010-05-10,0
2010-05-11,0
2010-05-12,0
2010-05-13,0
2010-05-14,0
2010-05-15,6.71
2010-05-16,2.64
2010-05-17,0
2010-05-18,0
2010-05-19,0
2010-05-20,0
2010-05-21,0
2010-05-22,0
2010-05-23,0.99
2010-05-24,0
2010-05-25,0
2010-05-26,0
2010-05-27,0
2010-05-28,0
2010-05-29,0
2010-05-30,0
2010-05-31,0
2010-06-01,0
2010-06-02,0
2010-06-03,0
2010-06-04,0
2010-06-05,0
2010-06-06,0
2010-06-07,0
2010-06-08,0
2010-06-09,0
2010-06-10,0
2010-06-11,0
2010-06-12,0
2010-06-13,0
2010-06-14,0
2010-06-15,0
2010-06-16,0
2010-06-17,0
2010-06-18,0
2010-06-19,0
2010-06-20,0
2010-06-21,0
2010-06-22,0
2010-06-23,0
2010-06-24,0
2010-06-25,0
2010-06-26,0
2010-06-27,0
2010-06-28,0
2010-06-29,0
2010-06-30,0
2010-07-01,1.37
2010-07-02,0
2010-07-03,0
2010-07-04,0
2010-07-05,0
2010-07-06,0
2010-07-07,0
2010-07-08,0
2010-07-09,0
2010-07-10,0
2010-07-11,0
2010-07-12,0
2010-07-13,0
2010-07-14,0
2010-07-15,0.01
2010-07-16,0.66
2010-07-17,0.27
2010-07-18,0.13
2010-07-19,0.79
2010-07-20,0.05
2010-07-21,0
2010-07-22,0
2010-07-23,0
2010-07-24,0.01
2010-07-25,0
2010-07-26,2.91
2010-07-27,1.5
2010-07-28,0.67
2010-07-29,1.05
2010-07-30,0.89
2010-07-31,0.3
2010-08-01,0.31
2010-08-02,0.29
2010-08-03,0.21
2010-08-04,0
2010-08-05,0
2010-08-06,0
2010-08-07,2.31
2010-08-08,0
2010-08-09,0
2010-08-10,4.32
2010-08-11,0
2010-08-12,0
2010-08-13,0
2010-08-14,0
2010-08-15,0
2010-08-16,0
2010-08-17,0.67
2010-08-18,0
2010-08-19,1.56
2010-08-20,0
2010-08-21,0
2010-08-22,0
2010-08-23,0
2010-08-24,0
2010-08-25,0.8
2010-08-26,0
2010-08-27,0
2010-08-28,0
2010-08-29,0.0000011
2010-08-30,0.24
2010-08-31,0.35
2010-09-01,0.2200003
2010-09-02,0.0600002
2010-09-03,0
2010-09-04,0
2010-09-05,0
2010-09-06,0.01
2010-09-07,1e-7
2010-09-08,0
2010-09-09,2e-7
2010-09-10,0.1100001
2010-09-11,1e-7
2010-09-12,0
2010-09-13,0.15
2010-09-14,1e-7
2010-09-15,0.00960352
2010-09-16,0
2010-09-17,0
2010-09-18,0
2010-09-19,0.18
2010-09-20,0
2010-09-21,0
2010-09-22,1e-7
2010-09-23,0
2010-09-24,0
2010-09-25,0
2010-09-26,0
2010-09-27,0
2010-09-28,0.02
2010-09-29,1.44
2010-09-30,0
2010-10-01,0
2010-10-02,0.56
2010-10-03,0.00776813
2010-10-04,0.00776625
2010-10-05,9.9e-7
2010-10-06,0
2010-10-07,0.00000109
2010-10-08,0
2010-10-09,0
2010-10-10,0
2010-10-11,0
2010-10-12,0.00000109
2010-10-13,0
2010-10-14,0.35
2010-10-15,0
2010-10-16,0
2010-10-17,0
2010-10-18,0
2010-10-19,0.02
2010-10-20,0
2010-10-21,0
2010-10-22,0.00776615
2010-10-23,0
2010-10-24,0.05
2010-10-25,0
2010-10-26,0
2010-10-27,0
2010-10-28,0
2010-10-29,0
2010-10-30,0
2010-10-31,0
2010-11-01,0
2010-11-02,0
2010-11-03,0
2010-11-04,0
2010-11-05,0
2010-11-06,0
2010-11-07,0
2010-11-08,0
2010-11-09,0.83
2010-11-10,0
2010-11-11,0
2010-11-12,0
2010-11-13,0
2010-11-14,0
2010-11-15,0
2010-11-16,0.48
2010-11-17,0
2010-11-18,0
2010-11-19,0
2010-11-20,0.1
2010-11-21,1.04
2010-11-22,0.98
2010-11-23,0.58
2010-11-24,0.53
2010-11-25,0.12
2010-11-26,0
2010-11-27,0.37
2010-11-28,0.02
2010-11-29,0
2010-11-30,0.03
2010-12-01,0.01
2010-12-02,0.04
2010-12-03,0.06
2010-12-04,0.01
2010-12-05,0.01090727
2010-12-06,0.04
2010-12-07,0.04518713
2010-12-08,0.07214637
2010-12-09,0.04
2010-12-10,0.03727261
2010-12-11,0.07
2010-12-12,0.11724798
2010-12-13,0.14857412
2010-12-14,0.31147648
2010-12-15,0.04892339
2010-12-16,0.06743052
2010-12-17,0.10356946
2010-12-18,0.23443294
2010-12-19,0.06653564
2010-12-20,0.11564519
2010-12-21,0.06699317
2010-12-22,0.15
2010-12-23,0.13743052
2010-12-24,0.06
2010-12-25,0.07829328
2010-12-26,0.06743052
2010-12-27,0.09564519
2010-12-28,0.08664517
2010-12-29,0.09339267
2010-12-30,0.14752729
2010-12-31,0.0806039
2011-01-01,0.02335061
2011-01-02,0.08915258
2011-01-03,0.08767732
2011-01-04,0.72825402
2011-01-05,0.03767732
2011-01-06,0.08648973
2011-01-07,0.09308601
2011-01-08,0.04352512
2011-01-09,0.01765433
2011-01-10,0.15
2011-01-11,0.05884469
2011-01-12,0.05212907
2011-01-13,0.28
2011-01-14,0.02493887
2011-01-15,0.06493887
2011-01-16,0.10493887
2011-01-17,0.0862786
2011-01-18,0.1580748
2011-01-19,0.05768351
2011-01-20,0.05
2011-01-21,0.09736667
2011-01-22,0.05048576
2011-01-23,0.46923415
2011-01-24,0.35905919
2011-01-25,0.24
2011-01-26,0.11905919
2011-01-27,0.51
2011-01-28,0.19
2011-01-29,0.11
2011-01-30,0.39195608
2011-01-31,2.82108788
2011-02-01,0.78108788
2011-02-02,0.77
2011-02-03,0.05817975
2011-02-04,0.16000999
2011-02-05,0.12359852
2011-02-06,0.17826263
2011-02-07,0.10112588
2011-02-08,0.31547204
2011-02-09,0.17736992
2011-02-10,0.06551728
2011-02-11,0.88294408
2011-02-12,0.48910687
2011-02-13,0.74186934
2011-02-14,0.25
2011-02-15,2.73
2011-02-16,0.24346193
2011-02-17,0.59
2011-02-18,0.13346193
2011-02-19,0.52
2011-02-20,0.54
2011-02-21,0.5
2011-02-22,0.11
2011-02-23,0.25546822
2011-02-24,0.40785377
2011-02-25,0.13769472
2011-02-26,0.46097152
2011-02-27,0.50049575
2011-02-28,1.09
2011-03-01,0.60445377
2011-03-02,0.33085377
2011-03-03,0.4578
2011-03-04,7.0163
2011-03-05,0.7108
2011-03-06,2.47320002
2011-03-07,5.2014
2011-03-08,5.92707488
2011-03-09,4.05000002
2011-03-10,3.17779297
2011-03-11,3.18833744
2011-03-12,5.61222915
2011-03-13,1.53693618
2011-03-14,1.89539295
2011-03-15,1.80522325
2011-03-16,1.66139999
2011-03-17,1.8
2011-03-18,1.36939294
2011-03-19,1.40139999
2011-03-20,1.18779295
2011-03-21,2.5170787
2011-03-22,9.24789295
2011-03-23,11.0502
2011-03-24,16.9935627
2011-03-25,8.41023194
2011-03-26,5.1827
2011-03-27,4.4501
2011-03-28,6.4002327
2011-03-29,4.3
2011-03-30,3.48010001
2011-03-31,4.0509
2011-04-01,3.91
2011-04-02,3.41
2011-04-03,2.84040002
2011-04-04,4.1491133
2011-04-05,6.00815472
2011-04-06,5.0305
2011-04-07,4.73030001
2011-04-08,3.0302
2011-04-09,4.2501
2011-04-10,4.2
2011-04-11,5.32368921
2011-04-12,4.34709964
2011-04-13,4.49552894
2011-04-14,4.51059999
2011-04-15,13.70414348
2011-04-16,2.529
2011-04-17,3.69088576
2011-04-18,2.1526
2011-04-19,3.52510399
2011-04-20,5.52128213
2011-04-21,7.10490659
2011-04-22,3.3737338
2011-04-23,5.31
2011-04-24,7.16109964
2011-04-25,4.72222262
2011-04-26,8.9316433
2011-04-27,4.99050001
2011-04-28,9.17167893
2011-04-29,6.6105
2011-04-30,7.74782689
2011-05-01,10.20307272
2011-05-02,11.05184732
2011-05-03,4.88371355
2011-05-04,4.86618089
2011-05-05,6.34378725
2011-05-06,9.64085224
2011-05-07,7.63751661
2011-05-08,6.4483187
2011-05-09,7.83657543
2011-05-10,10.45841447
2011-05-11,8.10779259
2011-05-12,8.12130806
2011-05-13,7.28833412
2011-05-14,11.61572268
2011-05-15,14.48995627
2011-05-16,15.04888381
2011-05-17,14.49397959
2011-05-18,13.65505175
2011-05-19,20.24189126
2011-05-20,15.62408138
2011-05-21,17.56237894
2011-05-22,21.06099033
2011-05-23,18.70272222
2011-05-24,18.08992548
2011-05-25,20.94934931
2011-05-26,21.5207418
2011-05-27,20.54668649
2011-05-28,13.83692316
2011-05-29,13.90909051
2011-05-30,14.56634876
2011-05-31,18.24268795
2011-06-01,20.23046184
2011-06-02,23.87662548
2011-06-03,23.45805289
2011-06-04,26.17833617
2011-06-05,32.57768915
2011-06-06,23.36344953
2011-06-07,29.54350482
2011-06-08,29.78888092
2011-06-09,45.00819876
2011-06-10,42.48121433
2011-06-11,38.20728678
2011-06-12,35.31692116
2011-06-13,45.7289672
2011-06-14,35.08245643
2011-06-15,36.26730066
2011-06-16,40.07457391
2011-06-17,32.0818861
2011-06-18,31.49572779
2011-06-19,27.53719378
2011-06-20,25.34181596
2011-06-21,20.16885088
2011-06-22,18.13743532
2011-06-23,17.60613128
2011-06-24,14.53406958
2011-06-25,16.61449469
2011-06-26,23.62483685
2011-06-27,25.76275026
2011-06-28,26.28861007
2011-06-29,19.58238743
2011-06-30,20.00802719
2011-07-01,17.57090546
2011-07-02,18.84183545
2011-07-03,14.42533557
2011-07-04,13.27006927
2011-07-05,16.46074622
2011-07-06,18.68916213
2011-07-07,17.00323248
2011-07-08,13.69918696
2011-07-09,13.39478229
2011-07-10,12.77588151
2011-07-11,13.19902988
2011-07-12,14.15022016
2011-07-13,12.55909822
2011-07-14,15.24371017
2011-07-15,13.38272081
2011-07-16,16.79000757
2011-07-17,10.75447917
2011-07-18,12.0536394
2011-07-19,12.94699348
2011-07-20,14.83125787
2011-07-21,10.43802578
2011-07-22,8.86043985
2011-07-23,13.87055574
2011-07-24,7.39407406
2011-07-25,11.75044893
2011-07-26,10.69080373
2011-07-27,7.63834995
2011-07-28,9.03092954
2011-07-29,7.55650755
2011-07-30,7.28497624
2011-07-31,5.45750834
2011-08-01,6.93847374
2011-08-02,7.9354235
2011-08-03,7.24631224
2011-08-04,8.09375445
2011-08-05,7.8835978
2011-08-06,6.62537998
2011-08-07,23.70311849
2011-08-08,6.64379373
2011-08-09,7.95948352
2011-08-10,11.65018984
2011-08-11,10.68175176
2011-08-12,7.09581985
2011-08-13,6.28972454
2011-08-14,7.37734769
2011-08-15,9.84656947
2011-08-16,9.58395511
2011-08-17,9.75041709
2011-08-18,6.90419579
2011-08-19,6.0709869
2011-08-20,7.73290399
2011-08-21,5.39711589
2011-08-22,5.42676264
2011-08-23,7.58704791
2011-08-24,6.96246633
2011-08-25,8.8183626
2011-08-26,5.96864237
2011-08-27,4.69004676
2011-08-28,5.14345046
2011-08-29,4.31843854
2011-08-30,5.5127049
2011-08-31,9.8799633
2011-09-01,5.82417001
2011-09-02,5.50330151
2011-09-03,6.85966214
2011-09-04,3.78630354
2011-09-05,10.09660248
2011-09-06,6.94492577
2011-09-07,6.63597124
2011-09-08,8.10697566
2011-09-09,4.56678507
2011-09-10,7.76884921
2011-09-11,5.33416102
2011-09-12,5.22516294
2011-09-13,5.12234141
2011-09-14,4.20222359
2011-09-15,3.89359069
2011-09-16,7.25705885
2011-09-17,4.95936812
2011-09-18,5.21074605
2011-09-19,5.4143908
2011-09-20,5.88476262
2011-09-21,6.5208347
2011-09-22,5.26628176
2011-09-23,3.79354479
2011-09-24,4.10038145
2011-09-25,6.81584932
2011-09-26,3.3184642
2011-09-27,2.92490596
2011-09-28,4.70787361
2011-09-29,4.39503342
2011-09-30,3.30341206
2011-10-01,3.81667071
2011-10-02,3.57949369
2011-10-03,3.18605542
2011-10-04,9.07285772
2011-10-05,3.56885208
2011-10-06,3.88064901
2011-10-07,8.35296635
2011-10-08,4.06618831
2011-10-09,3.35053522
2011-10-10,2.90128569
2011-10-11,3.41794749
2011-10-12,5.40075173
2011-10-13,4.79396967
2011-10-14,3.76815092
2011-10-15,3.37394904
2011-10-16,3.35847983
2011-10-17,3.21302504
2011-10-18,4.47937142
2011-10-19,2.92512318
2011-10-20,3.10009553
2011-10-21,5.945581
2011-10-22,2.67537394
2011-10-23,2.94977161
2011-10-24,3.0957275
2011-10-25,3.48695513
2011-10-26,2.67374565
2011-10-27,3.13778863
2011-10-28,2.84283905
2011-10-29,2.80157683
2011-10-30,3.6562157
2011-10-31,3.08731724
2011-11-01,3.17315967
2011-11-02,5.06672556
2011-11-03,3.22121713
2011-11-04,2.89339695
2011-11-05,3.09651899
2011-11-06,3.7509394
2011-11-07,2.20723719
2011-11-08,3.52656792
2011-11-09,4.09145684
2011-11-10,3.36284143
2011-11-11,3.28109673
2011-11-12,2.16627619
2011-11-13,2.34344029
2011-11-14,2.89395222
2011-11-15,2.71019744
2011-11-16,3.09375572
2011-11-17,3.5893076
2011-11-18,3.04744897
2011-11-19,3.21931668
2011-11-20,3.14377243
2011-11-21,4.09467568
2011-11-22,2.58214243
2011-11-23,2.94898789
2011-11-24,3.5297893
2011-11-25,3.93691281
2011-11-26,4.39227399
2011-11-27,2.73075646
2011-11-28,2.5539407
2011-11-29,3.07555433
2011-11-30,5.03436591
2011-12-01,2.9756703
2011-12-02,4.53891441
2011-12-03,4.53895389
2011-12-04,4.64832001
2011-12-05,2.850854
2011-12-06,3.1576801
2011-12-07,4.11239046
2011-12-08,3.88469248
2011-12-09,2.79302224
2011-12-10,2.98004826
2011-12-11,2.88171492
2011-12-12,220.26891875
2011-12-13,177.25090441
2011-12-14,4.29630975
2011-12-15,3.60771474
2011-12-16,7.89071743
2011-12-17,2.68758378
2011-12-18,3.49735366
2011-12-19,3.21175952
2011-12-20,4.14417376
2011-12-21,5.88158532
2011-12-22,4.28248176
2011-12-23,3.48331211
2011-12-24,2.54099651
2011-12-25,2.26243962
2011-12-26,2.95722873
2011-12-27,3.20939154
2011-12-28,3.10599914
2011-12-29,3.59361524
2011-12-30,3.66615096
2011-12-31,3.25513587
2012-01-01,4.10688148
2012-01-02,3.44370788
2012-01-03,5.54740864
2012-01-04,5.46500094
2012-01-05,14.19312876
2012-01-06,5.9533829
2012-01-07,6.13445621
2012-01-08,4.66858558
2012-01-09,3.59259715
2012-01-10,6.52666106
2012-01-11,4.76118333
2012-01-12,5.68863139
2012-01-13,41.32223565
2012-01-14,12.63861056
2012-01-15,10.17800219
2012-01-16,23.02838049
2012-01-17,29.07327978
2012-01-18,7.80493651
2012-01-19,10.67030143
2012-01-20,27.44711645
2012-01-21,24.25790657
2012-01-22,4.44828397
